,combinedPval,adjustedPval,cluster
GLIPR2,5.92711573266236e-07,3.19942629451891e-05,3
KIF2A,5.98029010423495e-07,3.22663849126586e-05,8
CCNG1,6.07684200515379e-07,3.27721890595716e-05,2
ACVR1,6.08336387708519e-07,3.27770961854905e-05,4
NATD1,6.08063171370077e-07,3.27770961854905e-05,1
GRPEL1,6.19325741801902e-07,3.33538167468873e-05,5
TAF13,6.39503485055926e-07,3.4424618858549e-05,3
ANAPC13,6.42180409515802e-07,3.45527953672778e-05,7
PBRM1,6.44407775141076e-07,3.46566762783481e-05,2
CLP1,6.66805675564319e-07,3.58282591437803e-05,7
ENSGALG00000033522,6.66661129966606e-07,3.58282591437803e-05,5
TMEM138,6.69218603421839e-07,3.59413762452185e-05,11
RIDA,6.74208374018548e-07,3.61927189346865e-05,3
ENSGALG00000036783,6.77339036636582e-07,3.63440762975374e-05,2
UBA2,6.78280913435358e-07,3.63779046061127e-05,7
GJA1,6.79670915548769e-07,3.64357249186916e-05,3
CSTB,6.99180268348698e-07,3.74643868077951e-05,10
NSF,7.04833288067697e-07,3.77499777616846e-05,8
MRPS7,7.07322716175796e-07,3.78659466404184e-05,11
N6AMT1,7.21633394373811e-07,3.86143603910719e-05,1
SRRM1,7.23592119777905e-07,3.87014425709057e-05,10
TMEM38A,7.28808990935192e-07,3.89626277447988e-05,2
LPAR1,7.35867977219584e-07,3.93220096424801e-05,1
ADAM12,7.59886680246069e-07,4.05869118060472e-05,1
DTNBP1,7.7001103515606e-07,4.11088748529607e-05,8
TTC8,7.75817825537928e-07,4.13999628287398e-05,3
ENSGALG00000052043,7.84869361725171e-07,4.18638552616571e-05,7
NUP58,8.00625065133787e-07,4.2684752117242e-05,2
ENSGALG00000045548,8.02899698615356e-07,4.27864942777538e-05,2
DYNC1I1,8.07551010173491e-07,4.30147389807519e-05,3
COPS8,8.2357710873282e-07,4.38483850227081e-05,7
INIP,8.27999383390399e-07,4.40637492946745e-05,7
SMNDC1,8.30242743443677e-07,4.41630146496764e-05,10
LAMTOR3,8.31208594620492e-07,4.41942661758911e-05,2
HSPB9,8.40742905516834e-07,4.46808557160006e-05,7
ACSL1,8.41866386713797e-07,4.47202166874895e-05,5
ENSGALG00000052226,8.46765418560658e-07,4.49600091936827e-05,5
IDNK,8.51282671021636e-07,4.51793219886044e-05,2
SF3B1,8.56131521675962e-07,4.54160261952892e-05,10
GPATCH11,8.63546959273265e-07,4.57886058942189e-05,7
BLOC1S5,8.69095422073585e-07,4.60618981767835e-05,11
ENSGALG00000051456,8.74484830770683e-07,4.6326516559911e-05,1
SH3YL1,8.7656150560278e-07,4.64154799259829e-05,5
COQ5,8.84261914801954e-07,4.6802014412038e-05,5
PRNP,8.88051013614444e-07,4.69812755834054e-05,11
MARK1,8.94256429018192e-07,4.72881489212856e-05,2
DMD,8.95980020398923e-07,4.73578535871749e-05,8
HNRNPLL,8.97553928735917e-07,4.74078024221197e-05,7
SRP54,8.97736716964914e-07,4.74078024221197e-05,11
SUCLG2,9.16029165187737e-07,4.8351933590017e-05,3
GSTA2,9.18373960656638e-07,4.84538068366783e-05,3
LMOD2,9.28540414113499e-07,4.89680758434854e-05,1
CTBP1,9.32013380694485e-07,4.91290481784794e-05,4
SEPHS2L,9.34299162258512e-07,4.92273236611533e-05,8
MTG1,9.40533770754648e-07,4.95334766129216e-05,2
NUP37,9.45031211951886e-07,4.97479064501733e-05,7
UBE2K,9.52294472056359e-07,5.01076745135202e-05,7
PPID,9.55195770702133e-07,5.02377049735005e-05,7
ENSGALG00000048310,9.61696770440668e-07,5.05568563920299e-05,1
ZFAND2A,9.81518154530292e-07,5.15756646060714e-05,7
ENSGALG00000016251,9.83133285226145e-07,5.16373059415909e-05,2
ENSGALG00000054746,9.85948090725941e-07,5.17618743091137e-05,11
NFIX,1.00167198890944e-06,5.2563748420714e-05,3
FOCAD,1.00696410498813e-06,5.28177299108302e-05,2
MRPL1,1.01800463403467e-06,5.33728663973264e-05,2
ENSGALG00000048150,1.06244703479419e-06,5.5677942624032e-05,6
CAPN11,1.07068375121422e-06,5.60844296422365e-05,6
MCM4,1.08284430577754e-06,5.66959981589032e-05,7
DCPS,1.09314081830902e-06,5.72094641386855e-05,8
ZYX,1.09550626903321e-06,5.73075844301772e-05,10
HOXB2,1.09882315169063e-06,5.7455365438903e-05,8
CTSS,1.10766649230598e-06,5.78918528520508e-05,3
ENSGALG00000002315,1.12094519955086e-06,5.85334814994586e-05,11
MED9,1.12090540516085e-06,5.85334814994586e-05,3
HOXA4,1.13836037796133e-06,5.94163060340077e-05,2
FARP1,1.14707729925723e-06,5.98445423829502e-05,2
ECI2,1.15599104866249e-06,6.02078835906231e-05,8
MRPL53,1.15594571559186e-06,6.02078835906231e-05,10
CSNK1D,1.15610339368466e-06,6.02078835906231e-05,10
NAPA,1.1554717547213e-06,6.02078835906231e-05,6
SMAGP,1.16122397597618e-06,6.04476052964257e-05,4
MAP2K5,1.16285215434608e-06,6.05053970599619e-05,11
CBY1,1.16397348626229e-06,6.05367769237395e-05,7
STX8,1.17022601142658e-06,6.08348769096613e-05,4
TNFSF10,1.17454119386018e-06,6.10320425998064e-05,8
SNX1,1.18462732956459e-06,6.15287725106292e-05,3
NCBP2,1.1962921271369e-06,6.21070191116613e-05,7
KRIT1,1.20170398920649e-06,6.23602671028405e-05,10
CLPX,1.21298498179101e-06,6.29177229129833e-05,1
RTN4IP1,1.21737448410819e-06,6.31173798369425e-05,5
ENSGALG00000052767,1.22226090948363e-06,6.33426122098019e-05,1
LARP7,1.24611657070783e-06,6.45502730771931e-05,11
DUSP1,1.25170802434127e-06,6.4811175715239e-05,1
ENSGALG00000019976,1.26307742864817e-06,6.53708864331177e-05,1
C8H1orf52,1.27127824756101e-06,6.57661830946188e-05,7
CAMK1D,1.28068251070701e-06,6.6223359193304e-05,2
ENSGALG00000054993,1.28794446263569e-06,6.65694020418813e-05,2
NKRF,1.31696626493039e-06,6.80393328916131e-05,8
SLC24A5,1.32173243216904e-06,6.82553825248783e-05,2
CHPF2,1.33111982769663e-06,6.87097799062601e-05,3
CDC42SE1,1.33401305224545e-06,6.88287076439239e-05,11
LPAR4,1.33682633429721e-06,6.89434075378043e-05,5
TIMP2,1.34681786845281e-06,6.94280428628588e-05,3
CDV3,1.35391308986321e-06,6.97630124685599e-05,8
PUM3,1.35781108911992e-06,6.99330162176996e-05,7
ENSGALG00000001805,1.3723368299523e-06,7.06500025366606e-05,8
LPL,1.3790048090101e-06,7.09620057416119e-05,3
PRCP,1.38479329025998e-06,7.12284961551555e-05,8
OCM2,1.39235345275601e-06,7.15858404127374e-05,2
CTSD,1.41023375754834e-06,7.24732320117471e-05,2
MRPS5,1.42362942801011e-06,7.31294749396345e-05,1
EMB,1.42459885310586e-06,7.31471059805048e-05,11
NDRG4,1.42533890012952e-06,7.31529491123957e-05,1
PLCD1,1.44243675981315e-06,7.3997953650688e-05,4
POLR2D,1.44481113273365e-06,7.40872233334725e-05,10
SYF2,1.46589169958133e-06,7.51352125571953e-05,11
CEP170P1,1.47908152881016e-06,7.57780150986283e-05,5
CASC4,1.49009919492293e-06,7.63090160416079e-05,11
TENM2,1.49528046988756e-06,7.65407969282859e-05,1
ICOSLG,1.49792570880436e-06,7.66426163691594e-05,3
RAB32,1.50763370698748e-06,7.71055603920101e-05,3
MRPL47,1.52618139204197e-06,7.80199932753039e-05,5
GRPR,1.52934821762152e-06,7.81476844204688e-05,11
PNO1,1.53683544712457e-06,7.84959343311066e-05,2
SMDT1,1.54332032120674e-06,7.87927055544253e-05,2
KIF26A,1.54630130078104e-06,7.89104077287504e-05,3
RBM22,1.54818867970086e-06,7.89722231596243e-05,3
ENSGALG00000052026,1.55577535487783e-06,7.93245755886091e-05,3
AHR,1.55698863402165e-06,7.93518009367537e-05,2
DPP7,1.57182713023118e-06,8.00731077958279e-05,2
CDC5L,1.58862077392907e-06,8.08754165614358e-05,3
FBXW11,1.58896108692907e-06,8.08754165614358e-05,11
NIFK,1.59173810798663e-06,8.0981476163398e-05,3
PDGFRL,1.61961703326607e-06,8.23639752006669e-05,8
ZNF414,1.62685786619932e-06,8.269619855933e-05,1
ENSGALG00000015183,1.64453938089615e-06,8.35222914112698e-05,3
ADAM10,1.64400973279299e-06,8.35222914112698e-05,4
HMBS,1.65916275673972e-06,8.42283572887316e-05,7
ENDOG,1.6602160851642e-06,8.42452176785638e-05,1
GALM,1.66648775579148e-06,8.45267455290654e-05,3
DHFR,1.66927215428103e-06,8.46312261222711e-05,7
SUCLA2,1.67224799274557e-06,8.47453177557741e-05,5
RGL1,1.68711585868397e-06,8.54617071035409e-05,3
FAM89A,1.6996696805549e-06,8.60603071317997e-05,8
RMI1,1.70631816898137e-06,8.63595100082667e-05,5
IMP4,1.7311228168726e-06,8.75769682177093e-05,7
PPY,1.73832035743615e-06,8.79030198343241e-05,1
H-RAS,1.74102567007672e-06,8.8001725532367e-05,10
OPTC,1.75103230803941e-06,8.8469238347417e-05,3
MORN4,1.76669544749153e-06,8.92220127027923e-05,11
ABCB10,1.78168808051549e-06,8.9940289013696e-05,8
RNF130,1.80006089134377e-06,9.0828503731705e-05,3
GM2A,1.82067087606264e-06,9.18287872855965e-05,3
SFXN2,1.82276561155881e-06,9.18947607900547e-05,7
DDO,1.87185238442744e-06,9.43287597265386e-05,2
SLC25A20,1.89351635559998e-06,9.53793307894709e-05,10
ENSGALG00000026836,1.90154832468981e-06,9.57426272549681e-05,3
NCAPD2,1.91770416435588e-06,9.65144699062223e-05,7
CMPK1,1.92378642027702e-06,9.67788814278813e-05,11
P4HA1,1.94129104080787e-06,9.76174366518371e-05,3
SLC25A17,1.95804053493287e-06,9.84173151841764e-05,7
PTBP1,1.96049999201531e-06,9.849855208423e-05,3
RCAN2,1.96678182506904e-06,9.87716786511071e-05,1
SLC25A14,1.9830376642993e-06,9.95452492789051e-05,5
PPT1,1.99970868242083e-06,0.000100338987676368,2
VBP1,2.00585351251004e-06,0.000100604100782414,7
COPS9,2.01433695867781e-06,0.000100986229876029,11
SRGAP1,2.03805866083595e-06,0.000102131654014149,11
MYLK,2.05727216484597e-06,0.000103006106121189,3
UCK2,2.05670719888307e-06,0.000103006106121189,7
NR2C2AP,2.06040107753047e-06,0.000103118568494459,10
DUSP7,2.06665106916581e-06,0.00010338707082047,6
CUL2,2.09016603225365e-06,0.000104518677543155,1
LONP1,2.10261072852713e-06,0.000105095984415008,1
CPLANE2,2.13309033114673e-06,0.000106573860827281,6
GSTA3,2.15643131262766e-06,0.000107693964908068,3
RALB,2.15828617577962e-06,0.000107740535660535,7
DAB2,2.16498108329688e-06,0.000107987083173694,8
TK1,2.16507398942412e-06,0.000107987083173694,7
MRPL37,2.20080552804092e-06,0.000109722410096694,5
HMOX1,2.23144114985807e-06,0.000111190509019145,3
ENSGALG00000013590,2.23215632633167e-06,0.000111190509019145,10
RBBP6,2.25013366206284e-06,0.000112038237397149,11
NFS1,2.27004899067129e-06,0.000112981698448712,5
DNAJC9,2.29492344305804e-06,0.000114171069314006,7
SSPN,2.32333513117133e-06,0.00011553532796557,2
MTA1,2.32638389863205e-06,0.000115637709270183,11
GSTZ1,2.35949410343217e-06,0.000117233633628734,7
SPON2,2.40465487810759e-06,0.000119426689983303,4
SMOX,2.40647630345148e-06,0.000119466357179207,3
KLHL7,2.41305309800488e-06,0.000119741964448995,1
PPIF,2.43764115737122e-06,0.000120910723896907,5
ENSGALG00000036075,2.45804321474807e-06,0.000121870947227091,2
ENSGALG00000043676,2.48717507433938e-06,0.000123262999867973,7
AP1AR,2.49693253051575e-06,0.000123694094453144,1
GPX1,2.52303548320398e-06,0.000124934210382338,3
MVB12A,2.5319360351661e-06,0.000125321817785806,11
DHRS7C,2.55287241190949e-06,0.000126304574994683,1
ENSGALG00000052492,2.57585545981875e-06,0.000127387717221152,1
FAM133B,2.59385474288276e-06,0.000128223577259061,7
SMIM19,2.6015853471506e-06,0.000128551327109976,7
ARNT,2.63594591176641e-06,0.000130194101348928,1
EIF3A,2.65215354700032e-06,0.000130939260115804,1
ANAPC15,2.65785631470283e-06,0.000131165373397802,2
SEC23A,2.72444049032039e-06,0.000134394528156337,3
MPV17,2.75929601900593e-06,0.00013605646796941,5
AMT,2.76236885132786e-06,0.000136127010744822,11
ENSGALG00000053766,2.76305737378912e-06,0.000136127010744822,1
YIPF4,2.76725200554218e-06,0.00013627619060156,2
C1D,2.77128875048049e-06,0.000136417472704157,7
TARDBP,2.78849606882847e-06,0.000137206687890093,10
MEMO1,2.80389699225392e-06,0.000137906393052953,11
ENSGALG00000046843,2.82016096841975e-06,0.000138647939612261,2
VWF,2.8249408769998e-06,0.000138824507055151,6
RBM17,2.88043465523913e-06,0.000141492081619196,10
ENSGALG00000017072,2.95332390054526e-06,0.000145011550730183,8
MESD,2.95864996524564e-06,0.000145212027439793,11
ENSGALG00000051397,2.96356443518775e-06,0.000145392142959079,4
ATP8,2.98293423184326e-06,0.000146280986252196,1
GOLT1B,3.00680916931473e-06,0.000147389919769249,3
XPO5,3.01619788500851e-06,0.000147788124864696,6
NELFA,3.05267522260344e-06,0.000149512731954023,3
TBL1X,3.05699434166584e-06,0.000149656593318302,1
TBC1D7,3.0581748695635e-06,0.000149656593318302,11
ELP1,3.06460439047918e-06,0.000149908430005164,10
GSTO1,3.07513960251526e-06,0.000150360806106125,7
UBE2T,3.14683881263988e-06,0.000153802202918408,7
RNH1,3.16155714719102e-06,0.000154456937318552,10
PDE4B,3.23843959315617e-06,0.000158146863866474,2
NTAN1,3.25751169627519e-06,0.000159011759790458,7
EMP1,3.27172914627027e-06,0.00015963905773086,8
TIA1,3.27809300482151e-06,0.00015988278775934,1
CTSV,3.2904881294149e-06,0.000160420355164273,3
SEC31B,3.33735679913794e-06,0.000162637453108044,1
DUSP19,3.38012540990196e-06,0.000164652979480599,7
ENSGALG00000037493,3.38324911908217e-06,0.000164736444456092,1
ARF6,3.39877042621062e-06,0.000165423249546818,7
MCL1,3.41030640060858e-06,0.000165915591210563,11
PCMT1,3.47432001679415e-06,0.000168959561693405,5
BCKDHB,3.49876826355455e-06,0.000170077697011302,2
ADAM17,3.51042818846903e-06,0.00017057351096508,1
CTSZ,3.52853514407059e-06,0.000171382046880599,2
COL9A1,3.58003060840772e-06,0.000173810926907235,3
GTF2H5,3.60688892986349e-06,0.000174969457450894,10
PLA2G7,3.60609334726369e-06,0.000174969457450894,10
ENSGALG00000051428,3.61115447755633e-06,0.0001751036608455,6
SLC1A6,3.62134317688501e-06,0.000175524845315154,1
NELFE,3.63762928623501e-06,0.00017624109649111,11
FGFR3,3.64423778487222e-06,0.000176488073347829,4
TRIAP1,3.67608638685013e-06,0.000177956700767361,7
CD82,3.70900666790686e-06,0.000179401651980218,4
ENSGALG00000040713,3.70857657450152e-06,0.000179401651980218,6
TPRKB,3.78130767142437e-06,0.000182823089886817,7
ENSGALG00000049424,3.79126586991241e-06,0.000183228720822557,8
TRIM8,3.79311153575479e-06,0.000183242106452187,1
ENSGALG00000004363,3.83411692839175e-06,0.000185146473241775,11
CCNG2,3.85397837754375e-06,0.000186028663781798,11
GALNT18,3.86945204855493e-06,0.000186698418241738,8
SH3TC1,3.88680071505831e-06,0.000187458049542126,4
PTPRO,3.89509902021246e-06,0.000187780740512833,4
CUL3,3.94254202207289e-06,0.000189989532608395,11
EIF2B1,3.96017017101347e-06,0.000190760329591816,5
ATG12,3.97149584530077e-06,0.000191227027762871,11
RNF7,3.9897572650105e-06,0.000192027159019184,10
CACNA1E,4.01064624167002e-06,0.000192953043512374,1
DNAJC3,4.02272778998736e-06,0.00019345461284177,11
IFT52,4.04298938905256e-06,0.000194348989433282,10
UBL7,4.13472407245763e-06,0.000198676972080079,6
TM2D2,4.15496012862171e-06,0.000199567238959635,2
VPS8,4.17906161942483e-06,0.000200642358719087,11
XBP1,4.23151026818225e-06,0.000203077021014051,3
RAB8A,4.24829653622449e-06,0.000203798891135106,3
QSOX1,4.27084524290411e-06,0.00020479649028552,11
UBE2H,4.29990933648039e-06,0.000206105569758278,1
C9H2ORF82,4.38461430452008e-06,0.000210079489758581,1
MSX2,4.45934963511085e-06,0.000213572672938526,2
FAHD2A,4.51255012923202e-06,0.000216032042597881,11
IKBIP,4.5505757062525e-06,0.000217763216833461,11
BBS5,4.56875293342041e-06,0.000218543539398897,2
SRPRB,4.58916279144628e-06,0.000219429975975514,3
FGF12,4.65743846944644e-06,0.000222603446089702,1
AARS,4.70331839430571e-06,0.000224704347445298,11
PEX16,4.72991673550194e-06,0.00022588271635224,10
SRSF5,4.8263421303929e-06,0.000230393432160925,1
ENSGALG00000003644,4.92072310487313e-06,0.000234802908817942,3
GPS1,4.92460246492854e-06,0.000234892068202116,6
MPP6,4.95425124591442e-06,0.000236209794474296,5
SKP2,4.9609556969088e-06,0.000236432947403073,7
NT5C2,5.03585795996742e-06,0.000239904815252292,2
CAB39,5.03904205784167e-06,0.000239958641073811,1
DESI2,5.05856239074731e-06,0.000240790035778687,6
ATG5,5.06090923146907e-06,0.000240803619556761,3
FAM210B,5.20970367257068e-06,0.000247782492750878,1
FBXO22,5.28637723684611e-06,0.000251326887925312,10
NCOA4,5.31111552981578e-06,0.000252400277918549,3
CUEDC2,5.36282671026456e-06,0.000254754106815009,2
ENSGALG00000019284,5.3987673128697e-06,0.000256357165780519,5
C12orf75,5.42455742102987e-06,0.000257477127802838,2
TPP1,5.45502814830456e-06,0.000258818255814739,2
ENSGALG00000049593,5.5177744616719e-06,0.000261689014552052,11
CTNNBL1,5.63990148472193e-06,0.000267372522465279,7
YME1L1,5.64789174184455e-06,0.000267642697786497,6
ZMYND19,5.85089688098783e-06,0.000277150285645711,11
CRELD1,5.8904574022911e-06,0.000278911119597026,2
UTP23,5.9252227766482e-06,0.000280443570064899,3
FAM192A,5.93433935014431e-06,0.000280761301102858,7
TLE1,5.97432886384475e-06,0.000282538822410204,2
PAM,6.13259879067574e-06,0.000289789099575726,3
CHCHD4,6.13244033575988e-06,0.000289789099575726,7
EMC1,6.17344834608069e-06,0.000291601437899647,11
RABIF,6.48919498025258e-06,0.000306391764061019,8
ENSGALG00000049578,6.49348318670917e-06,0.000306470358193285,2
BAZ1B,6.52902003461797e-06,0.000308023122964361,11
ANXA7,6.542103544116e-06,0.000308515768304122,6
NARS,6.54784069109571e-06,0.000308661712423796,3
CTCFL,6.56741623683565e-06,0.00030945961038012,11
DUSP10,6.58049206703204e-06,0.000309828559413104,1
TNFAIP8L3,6.58055090685394e-06,0.000309828559413104,8
PAN2,6.65251868614547e-06,0.00031309078448206,10
WNT11,6.74358055419155e-06,0.000317248654551824,2
NOP53,6.77971567453195e-06,0.000318820213502942,2
GAP43,6.82322267331337e-06,0.000320737035138349,8
RPF1,6.89201221426572e-06,0.000323840284957992,8
DUSP14,6.94125828071268e-06,0.000326023104156932,2
PWWP2B,6.96126418575638e-06,0.000326831343143767,2
AIG1,6.96663680632703e-06,0.000326952176025237,2
FCER1G,6.97526192650066e-06,0.000327225494049197,2
NUP205,7.01432053162865e-06,0.000328887375648113,10
ORAI2,7.01631829491678e-06,0.000328887375648113,2
TAF9B,7.02043206635139e-06,0.000328948205504673,10
ST3GAL2,7.02760269666314e-06,0.00032915216082449,2
ZNF830,7.11388560792336e-06,0.000333059853183656,2
CRHBP,7.15140216722698e-06,0.00033468217262533,3
NUDT1,7.21594739561127e-06,0.000337567614751046,2
TAPBP,7.2510127486769e-06,0.000339072207325647,10
EMC8,7.29388477260784e-06,0.000340940505582659,10
TANGO2,7.29702779733721e-06,0.000340950986074754,11
NUCKS1,7.36182183280754e-06,0.000343840927589089,11
ADNP,7.41953975913479e-06,0.000346398194647963,11
NCAPG,7.46304350052185e-06,0.00034829006172004,7
ZFAND6,7.52559759997773e-06,0.000351069116891872,11
QDPR,7.63079837062808e-06,0.00035583462620677,10
ALKBH5,7.68952535712408e-06,0.000358430060529098,1
YTHDF3,7.72705141860452e-06,0.00036003558469484,2
RNF13,7.82388690478975e-06,0.00036440220037834,4
PTGR1,7.88333768741989e-06,0.000367024814415566,10
ACOT7,7.91220095308631e-06,0.000368221842033992,5
XRCC5,7.94022685612905e-06,0.000369378962157404,11
CAB39L,7.9731126609861e-06,0.000370761153398849,2
EZR,8.02973540081631e-06,0.000373245606830022,5
TUSC3,8.0522187747567e-06,0.000374141817328492,2
ENSGALG00000003355,8.06462613345271e-06,0.00037456932490611,7
RANBP9,8.11626165519996e-06,0.000376817758290732,6
PRRG1,8.24599098614431e-06,0.000382688665114365,2
CAND1,8.33381439013792e-06,0.000386505375454846,3
SEPT6,8.33484920748084e-06,0.000386505375454846,1
DERL1,8.38749058540422e-06,0.000388766132258141,8
CENPP,8.39025790710934e-06,0.000388766132258141,7
RBM10,8.39462973012406e-06,0.000388814472263213,2
NRBF2,8.40160100534781e-06,0.000388983125182281,11
EXOC3,8.4676800620187e-06,0.000391887173108568,2
GEMIN2,8.51578723515267e-06,0.000393957505193209,7
CHMP4B,8.54736312616566e-06,0.000395261730342989,11
ZDHHC6,8.63111370141834e-06,0.000398976719126216,5
GTF2F2,8.67933647519248e-06,0.000401047131492913,7
CMC4,8.69411480231008e-06,0.000401571146063742,2
THOC1,8.71111015554593e-06,0.000402197107800874,6
EGLN1,8.8498086356914e-06,0.000408439460136366,3
ENSGALG00000049966,8.88235477747301e-06,0.000409779636800856,11
TMEM175,8.8961311373037e-06,0.000410108742679064,2
DDX27,8.89651016633408e-06,0.000410108742679064,7
PDIA5,8.94918330918149e-06,0.000412374117493656,8
WRB,8.9787150767684e-06,0.000413571782633888,6
TAGAP,9.06797599276032e-06,0.000417518624691745,2
CTTN,9.08198571658581e-06,0.000417998916094014,10
CSNK1A1L,9.16782279314354e-06,0.000421783385183249,6
RIOK1,9.19085981809786e-06,0.000422676774267315,11
IARS2,9.27210424306324e-06,0.00042624529618612,1
DHX30,9.35316495365157e-06,0.000429802568296317,11
BUB1B,9.36211396540543e-06,0.000429875580565029,7
MAIP1,9.3586518915556e-06,0.000429875580565029,5
SGCG,9.37020906999209e-06,0.000430078223593848,2
NFYC,9.37773740250503e-06,0.000430254703686014,2
TTC32,9.41568704071472e-06,0.000431826240048108,8
SBDS,9.49315070664092e-06,0.000435208040766846,11
CHCHD5,9.53443985607372e-06,0.000436929438732314,7
PIGK,9.56671077911864e-06,0.0004382363754366,2
DESI1,9.63715773583118e-06,0.000441195690914969,11
CINP,9.63886667904035e-06,0.000441195690914969,7
TXNDC12,9.66494688525721e-06,0.000442175948535692,3
ORAI1,9.66785326472763e-06,0.000442175948535692,11
ENSGALG00000029199,9.71713873632041e-06,0.000444256159362374,11
C5orf30,9.72623721051669e-06,0.000444498159024079,2
BMS1,9.7951801447671e-06,0.000447298916602159,3
RAC3,9.79228066622095e-06,0.000447298916602159,2
BAK1,9.85520492280401e-06,0.000449864094883872,7
WNK1,9.90258215183282e-06,0.000451850167405675,2
MOSPD1,9.9145432574943e-06,0.00045221929886929,6
ENSGALG00000041514,9.92470782401611e-06,0.000452506230931019,2
C9orf78,9.93183956143895e-06,0.000452654714505642,11
TMEM177,9.99821634961595e-06,0.000455502188713568,1
MFAP3,1.00171985550901e-05,0.000456189065724813,8
SEC63,1.00357300294451e-05,0.000456854888809503,8
ANP32E,1.00585766322769e-05,0.000457716553498946,3
AKR1B1L,1.01411046686817e-05,0.000461292299261291,6
TSPAN33,1.0166232998543e-05,0.000462255315230139,2
NOG,1.02999942108717e-05,0.00046815516169656,2
TEK,1.04202927012631e-05,0.000473438749223718,4
DCTD,1.0602398455628e-05,0.000481436731572011,7
ENSGALG00000050235,1.06045696631751e-05,0.000481436731572011,6
SEH1L,1.07133085068822e-05,0.000486184408798387,7
SGK3,1.07344347134442e-05,0.000486953962780241,3
BUB1,1.07390021568676e-05,0.000486972043678721,7
TMEM9B,1.07789915833045e-05,0.000488595736613598,11
TAF12,1.08234477655955e-05,0.000490420562789627,7
USP7,1.08567750958244e-05,0.000491739910630403,8
TP53BP2,1.08863220791289e-05,0.000492887077442322,2
CDC27,1.09260191379912e-05,0.000494492730187894,8
C12orf10,1.10130205243086e-05,0.000498237222087618,6
FAM189A2,1.10220716311726e-05,0.000498453651440655,2
TNNI3K,1.10984743584286e-05,0.000501714592183811,1
ENSGALG00000014066,1.11610693463993e-05,0.000504186647807443,5
BAG2,1.11617914028139e-05,0.000504186647807443,2
BRINP3,1.12515170369587e-05,0.000508043164198965,2
AURKA,1.12701393768511e-05,0.000508687392207196,7
FMC1,1.13250247202323e-05,0.000510967252068587,5
TRAF7,1.13458028851987e-05,0.000511707083483896,10
OLFM3,1.13713559743989e-05,0.000512661614574654,3
ITPR2,1.14370779092932e-05,0.000515425666469624,1
SFXN3,1.14490033451542e-05,0.000515764117504303,8
ENSGALG00000024486,1.1494363989728e-05,0.000517607943712459,3
IFT43,1.15126958719625e-05,0.000518126866562977,10
WNT6,1.15147587080866e-05,0.000518126866562977,2
ENSGALG00000015391,1.15590768162699e-05,0.000519920760323056,5
CCNDBP1,1.16156633065412e-05,0.000522264885610497,11
SYPL1,1.16745661465911e-05,0.000524711314962824,2
RAB5A,1.16927137574496e-05,0.00052532483037755,11
DCTN2,1.17054469481737e-05,0.000525694711001915,10
TCOF1,1.1781808299749e-05,0.000528920766598168,7
ENSGALG00000038783,1.18584216611817e-05,0.000532155652606457,11
MAT2B,1.19192212844066e-05,0.000534678673109602,2
ENSGALG00000024039,1.19581084320197e-05,0.000536217172577849,11
ENSGALG00000055061,1.19679798140648e-05,0.00053645388582486,1
PINK1,1.20435466841595e-05,0.000539634028838536,1
RUNX1T1,1.20706482100719e-05,0.000540440805969201,1
SLC18B1,1.20745749206952e-05,0.000540440805969201,3
ENSGALG00000040833,1.20754321348837e-05,0.000540440805969201,7
RILPL2,1.20850056570809e-05,0.000540662122554423,3
TCP11L1,1.21381043094448e-05,0.000542829762761534,2
CPPED1,1.21479167056737e-05,0.000543060674320729,6
C9orf64,1.22587206585756e-05,0.000547804410334309,7
EMC7,1.22717175098375e-05,0.00054817549199103,11
TMEM35A,1.22870414116516e-05,0.000548650199154762,3
ZNF521,1.23369888376246e-05,0.000550669988363542,2
PBLD,1.24204290548047e-05,0.00055418263732279,2
AMY1A,1.24261835137141e-05,0.000554227694555961,1
ACAN,1.24430779837592e-05,0.000554769390097911,3
OAT,1.24554953131462e-05,0.000555111137017889,11
CACNB4,1.24918044497324e-05,0.00055651701690636,1
OSTF1,1.25098837466808e-05,0.000557109984698757,3
MIPEP,1.25314957483136e-05,0.000557859764586359,2
GABPA,1.25557669274912e-05,0.000558593844930267,10
ENSGALG00000020510,1.255754979268e-05,0.000558593844930267,8
ENHO,1.25968130294529e-05,0.000560127079615486,3
HSD17B4,1.26572679093329e-05,0.000562601091770258,10
PRPF19,1.26874046666448e-05,0.000563726128528291,11
ERGIC2,1.26994525596613e-05,0.000564046891831211,11
TTC1,1.27268047089846e-05,0.000565046892337713,11
SRPX,1.28099204086407e-05,0.000568312581261722,3
CHL1,1.28100896997774e-05,0.000568312581261722,1
DCXR,1.29804027975133e-05,0.000575649799270281,11
TMEM165,1.30170686876152e-05,0.000577056763730607,11
EXOSC7,1.3055093126102e-05,0.00057852286334896,7
TMEM33,1.31166201653432e-05,0.000581028949357864,11
ENSGALG00000006723,1.31877704464545e-05,0.000583959256015864,11
SMIM15,1.32128499403805e-05,0.000584848083777765,3
ENSGALG00000012836,1.32407645686561e-05,0.000585861683855402,7
ENSGALG00000055117,1.33398160531151e-05,0.000590020903973082,4
CWC27,1.34230675753466e-05,0.000593478406736727,11
FNTA,1.3439416449823e-05,0.000593976424034653,11
SPSB1,1.35067569908554e-05,0.000596726870202977,1
USP8,1.35426790002224e-05,0.00059808769454549,1
